MARCA_VEHICULO;MODELO_VEHICULO;TIPO_VEHICULO;EDAD_VEHICULO;FECHA_ACCIDENTE;GRAVEDAD_ACCIDENTE
TVS;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
VOLVO;2006;BUS;20;09/2023;CON HERIDOS
AGRALE;2014;BUS;12;09/2023;CON HERIDOS
VOLVO;2021;BUS;5;09/2023;CON HERIDOS
HERO;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
TVS;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
TVS;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
TVS;2018;MOTOCICLETA;9;09/2023;CON HERIDOS
VOLKSWAGEN;2015;CAMION;11;09/2023;CON HERIDOS
TVS;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
VOLKSWAGEN;2012;CAMPERO;14;09/2023;CON HERIDOS
SUZUKI;2020;MOTOCICLETA;6;09/2023;CON HERIDOS
BYD;2021;BUS;5;09/2023;CON HERIDOS
KIA;2022;AUTOMOVIL;4;09/2023;CON MUERTOS
HYUNDAI;2012;VOLQUETA;12;09/2023;CON MUERTOS
FORD;2001;CAMION;25;09/2023;CON MUERTOS
FORD;1979;CAMION;46;09/2023;CON MUERTOS
VICTORY;2023;MOTOCICLETA;3;09/2023;CON MUERTOS
HYUNDAI;2013;AUTOMOVIL;13;09/2023;CON MUERTOS
HYUNDAI;2016;AUTOMOVIL;10;09/2023;CON MUERTOS
FAW;2007;CAMION;17;09/2023;CON MUERTOS
DAF;2020;VOLQUETA;5;09/2023;CON MUERTOS
KENWORTH;2020;TRACTOCAMION;6;09/2023;CON HERIDOS
TVS;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
VOLKSWAGEN;2013;CAMPERO;13;09/2023;CON HERIDOS
VOLVO;2014;BUS;11;09/2023;CON HERIDOS
TVS;2016;MOTOCICLETA;11;09/2023;CON HERIDOS
VOLKSWAGEN;2019;CAMIONETA;6;09/2023;CON HERIDOS
BYD;2022;BUS;4;09/2023;CON HERIDOS
TVS;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
BYD;2021;BUS;5;09/2023;CON HERIDOS
SUZUKI;2022;AUTOMOVIL;5;09/2023;CON HERIDOS
SUZUKI;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
UNITED MOTORS;2012;MOTOCICLETA;13;09/2023;CON HERIDOS
MAZDA;2017;AUTOMOVIL;10;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;09/2023;CON HERIDOS
SCANIA;2023;BUS;3;09/2023;CON HERIDOS
CHEVROLET;1991;AUTOMOVIL;34;09/2023;CON HERIDOS
HUSABERG;2011;MOTOCICLETA;13;09/2023;CON HERIDOS
HONDA;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
CHEVROLET;2011;CAMIONETA;15;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;13;09/2023;CON HERIDOS
MAZDA;1995;AUTOMOVIL;31;09/2023;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;18;09/2023;CON HERIDOS
MERCEDES BENZ;2021;BUS;4;09/2023;CON HERIDOS
MERCEDES BENZ;2020;BUS;5;09/2023;CON HERIDOS
CHEVROLET;2005;AUTOMOVIL;21;09/2023;CON HERIDOS
NISSAN;2019;CAMIONETA;7;09/2023;CON HERIDOS
AUTECO BAJAJ;2007;MOTOCICLETA;19;09/2023;CON HERIDOS
CHEVROLET;2004;CAMPERO;22;09/2023;CON HERIDOS
HONDA;2020;MOTOCICLETA;6;09/2023;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;8;09/2023;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;19;09/2023;CON HERIDOS
CHEVROLET;2020;CAMIONETA;6;09/2023;CON HERIDOS
CHEVROLET;2023;AUTOMOVIL;3;09/2023;CON HERIDOS
SCANIA;2020;BUS;6;09/2023;CON HERIDOS
SCANIA;2021;BUS;5;09/2023;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;09/2023;CON HERIDOS
HONDA;2020;MOTOCICLETA;6;09/2023;CON HERIDOS
MERCEDES BENZ;2010;BUS;16;09/2023;CON HERIDOS
CHEVROLET;2013;BUS;13;09/2023;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;09/2023;CON HERIDOS
CHEVROLET;2018;AUTOMOVIL;8;09/2023;CON HERIDOS
CHEVROLET;2015;CAMIONETA;11;09/2023;CON HERIDOS
CHERY;2010;AUTOMOVIL;16;09/2023;CON HERIDOS
HONDA;2015;MOTOCICLETA;11;09/2023;CON HERIDOS
SCANIA;2020;BUS;5;09/2023;CON HERIDOS
CHEVROLET;1997;AUTOMOVIL;25;09/2023;CON HERIDOS
CHERY;2020;CAMIONETA;6;09/2023;CON HERIDOS
HONDA;2019;MOTOCICLETA;6;09/2023;CON HERIDOS
CHEVROLET;2017;CAMIONETA;5;09/2023;CON HERIDOS
CHEVROLET;2023;CAMIONETA;4;09/2023;CON HERIDOS
NISSAN;2020;AUTOMOVIL;6;09/2023;CON HERIDOS
CHEVROLET;2012;CAMIONETA;14;09/2023;CON HERIDOS
HONDA;1998;CAMPERO;26;09/2023;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;09/2023;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;11;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;9;09/2023;CON HERIDOS
HONDA;2018;MOTOCICLETA;7;09/2023;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;19;09/2023;CON HERIDOS
HONDA;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;11;09/2023;CON HERIDOS
CHEVROLET;2000;CAMION;26;09/2023;CON HERIDOS
CHEVROLET;2021;CAMION;5;09/2023;CON HERIDOS
CHEVROLET;2016;CAMION;11;09/2023;CON HERIDOS
MERCEDES BENZ;2010;BUS;16;09/2023;CON HERIDOS
NISSAN;2006;AUTOMOVIL;20;09/2023;CON HERIDOS
HONDA;2019;MOTOCICLETA;6;09/2023;CON HERIDOS
SCANIA;2021;BUS;5;09/2023;CON HERIDOS
NISSAN;2013;AUTOMOVIL;12;09/2023;CON HERIDOS
MAZDA;2023;CAMIONETA;3;09/2023;CON HERIDOS
CHERY;2014;AUTOMOVIL;12;09/2023;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;13;09/2023;CON HERIDOS
NISSAN;2022;CAMIONETA;4;09/2023;CON HERIDOS
CHEVROLET;2023;AUTOMOVIL;3;09/2023;CON HERIDOS
SCANIA;2020;BUS;6;09/2023;CON HERIDOS
HONDA;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
CHEVROLET;2018;AUTOMOVIL;8;09/2023;CON HERIDOS
NISSAN;2012;AUTOMOVIL;14;09/2023;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;09/2023;CON HERIDOS
HONDA;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
CHEVROLET;2012;CAMION;14;09/2023;CON HERIDOS
CHEVROLET;2022;AUTOMOVIL;4;09/2023;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;15;09/2023;CON HERIDOS
MERCEDES BENZ;2011;BUS;16;09/2023;CON HERIDOS
CHEVROLET;1996;CAMIONETA;30;09/2023;CON HERIDOS
KEEWAY;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
NISSAN;2015;AUTOMOVIL;11;09/2023;CON HERIDOS
CHEVROLET;2019;CAMIONETA;7;09/2023;CON HERIDOS
SCANIA;2023;BUS;3;09/2023;CON HERIDOS
CHEVROLET;1998;AUTOMOVIL;27;09/2023;CON HERIDOS
AUTECO BAJAJ;2009;MOTOCICLETA;17;09/2023;CON HERIDOS
CHEVROLET;2017;CAMIONETA;10;09/2023;CON HERIDOS
HONDA;2012;CAMPERO;13;09/2023;CON HERIDOS
CHEVROLET;2018;AUTOMOVIL;8;09/2023;CON HERIDOS
NISSAN;2008;MICROBUS;17;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
NISSAN;2019;CAMIONETA;7;09/2023;CON HERIDOS
CHEVROLET;2010;BUSETA;17;09/2023;CON HERIDOS
SCANIA;2023;BUS;3;09/2023;CON HERIDOS
MAZDA;1996;AUTOMOVIL;29;09/2023;CON HERIDOS
HONDA;2017;MOTOCICLETA;8;09/2023;CON HERIDOS
MAZDA;2022;CAMIONETA;4;09/2023;CON HERIDOS
HONDA;2019;MOTOCICLETA;8;09/2023;CON HERIDOS
HONDA;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;13;09/2023;CON HERIDOS
HONDA;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
NISSAN;2017;CAMIONETA;9;09/2023;CON HERIDOS
CHEVROLET;2015;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;09/2023;CON HERIDOS
MERCEDES BENZ;2016;AUTOMOVIL;10;09/2023;CON HERIDOS
CHEVROLET;2022;CAMION;5;09/2023;CON HERIDOS
CHEVROLET;2011;BUS;16;09/2023;CON HERIDOS
HONDA;2012;CAMPERO;13;09/2023;CON HERIDOS
HONDA;2011;MOTOCICLETA;15;09/2023;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;19;09/2023;CON HERIDOS
NISSAN;2009;AUTOMOVIL;17;09/2023;CON HERIDOS
CHEVROLET;2014;CAMIONETA;12;09/2023;CON HERIDOS
NISSAN;2012;AUTOMOVIL;14;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
CHEVROLET;2021;CAMIONETA;5;09/2023;CON HERIDOS
NISSAN;2009;CAMIONETA;17;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
MERCEDES BENZ;2011;BUS;16;09/2023;CON HERIDOS
SCANIA;2020;BUS;6;09/2023;CON HERIDOS
CHEVROLET;2015;CAMIONETA;11;09/2023;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;09/2023;CON HERIDOS
CHEVROLET;2016;CAMIONETA;11;09/2023;CON HERIDOS
SCANIA;2020;BUS;7;09/2023;CON HERIDOS
MAZDA;1991;AUTOMOVIL;35;09/2023;CON HERIDOS
CHEVROLET;2013;BUS;13;09/2023;CON HERIDOS
CHEVROLET;2015;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2010;BUS;16;09/2023;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;14;09/2023;CON HERIDOS
SHACMAN;2023;TRACTOCAMION;3;09/2023;CON HERIDOS
CHEVROLET;2021;CAMION;5;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
JMC;2018;CAMIONETA;7;09/2023;CON HERIDOS
CHERY;2007;AUTOMOVIL;19;09/2023;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;09/2023;CON HERIDOS
CHEVROLET;2015;CAMIONETA;11;09/2023;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;13;09/2023;CON HERIDOS
MAZDA;2019;CAMIONETA;8;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;12;09/2023;CON HERIDOS
CHEVROLET;1998;AUTOMOVIL;27;09/2023;CON HERIDOS
HONDA;2019;MOTOCICLETA;7;09/2023;CON HERIDOS
HONDA;2015;MOTOCICLETA;11;09/2023;CON HERIDOS
SCANIA;2021;BUS;5;09/2023;CON HERIDOS
HONDA;2007;MOTOCICLETA;17;09/2023;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;11;09/2023;CON HERIDOS
CHEVROLET;2020;AUTOMOVIL;6;09/2023;CON HERIDOS
SCANIA;2021;BUS;4;09/2023;CON HERIDOS
SEAT;1997;AUTOMOVIL;29;09/2023;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;09/2023;CON HERIDOS
MAZDA;2000;AUTOMOVIL;26;09/2023;CON HERIDOS
HONDA;2018;MOTOCICLETA;7;09/2023;CON HERIDOS
HONDA;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
NISSAN;2018;AUTOMOVIL;9;09/2023;CON HERIDOS
CHEVROLET;2018;AUTOMOVIL;8;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2004;AUTOMOVIL;22;09/2023;CON HERIDOS
SCANIA;2021;BUS;4;09/2023;CON HERIDOS
HINO;2016;CAMION;10;09/2023;CON HERIDOS
CHEVROLET;2009;BUS;18;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;10;09/2023;CON HERIDOS
SCANIA;2021;BUS;4;09/2023;CON HERIDOS
MAZDA;2019;AUTOMOVIL;7;09/2023;CON HERIDOS
HINO;2015;BUS;11;09/2023;CON HERIDOS
CHEVROLET;2004;AUTOMOVIL;22;09/2023;CON HERIDOS
HONDA;2018;MOTOCICLETA;8;09/2023;CON HERIDOS
CHEVROLET;2010;BUS;16;09/2023;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;09/2023;CON HERIDOS
SEAT;2018;AUTOMOVIL;8;09/2023;CON HERIDOS
MERCEDES BENZ;2016;CAMIONETA;10;09/2023;CON HERIDOS
CHEVROLET;2023;AUTOMOVIL;3;09/2023;CON HERIDOS
CHEVROLET;2011;BUS;15;09/2023;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;18;09/2023;CON HERIDOS
MERCEDES BENZ;2003;BUS;23;09/2023;CON HERIDOS
CHEVROLET;2010;CAMION;17;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
HONDA;2012;MOTOCICLETA;14;09/2023;CON HERIDOS
NISSAN;2020;AUTOMOVIL;5;09/2023;CON HERIDOS
CHEVROLET;2015;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2017;AUTOMOVIL;9;09/2023;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;09/2023;CON HERIDOS
MERCEDES BENZ;2012;BUS;13;09/2023;CON HERIDOS
CHEVROLET;2011;CAMIONETA;15;09/2023;CON HERIDOS
HONDA;2021;CAMIONETA;4;09/2023;CON HERIDOS
CHEVROLET;2008;VOLQUETA;18;09/2023;CON HERIDOS
NISSAN;2015;CAMIONETA;12;09/2023;CON HERIDOS
MAZDA;2022;AUTOMOVIL;4;09/2023;CON HERIDOS
CHEVROLET;2011;CAMIONETA;15;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
NISSAN;1994;AUTOMOVIL;32;09/2023;CON HERIDOS
MAZDA;2024;CAMIONETA;3;09/2023;CON HERIDOS
AUTECO BAJAJ;2007;MOTOCICLETA;22;09/2023;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
SCANIA;2023;BUS;3;09/2023;CON HERIDOS
CHEVROLET;2005;AUTOMOVIL;22;09/2023;CON HERIDOS
MERCEDES BENZ;2011;BUS;16;09/2023;CON HERIDOS
SCANIA;2021;BUS;5;09/2023;CON HERIDOS
SCANIA;2023;BUS;3;09/2023;CON HERIDOS
CHEVROLET;1997;AUTOMOVIL;29;09/2023;CON HERIDOS
CHEVROLET;2008;MICROBUS;18;09/2023;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;13;09/2023;CON HERIDOS
SCANIA;2014;BUS;12;09/2023;CON HERIDOS
SCANIA;2020;BUS;6;09/2023;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;6;09/2023;CON HERIDOS
CHEVROLET;2015;CAMIONETA;11;09/2023;CON HERIDOS
SCANIA;2021;BUS;4;09/2023;CON HERIDOS
CHEVROLET;2014;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;11;09/2023;CON HERIDOS
HONDA;2017;MOTOCICLETA;10;09/2023;CON HERIDOS
HONDA;2015;MOTOCICLETA;11;09/2023;CON HERIDOS
NISSAN;2012;CAMIONETA;15;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
CHERY;2015;CAMIONETA;11;09/2023;CON HERIDOS
RAM;2021;CAMIONETA;5;09/2023;CON HERIDOS
NISSAN;2011;CAMIONETA;15;09/2023;CON HERIDOS
NISSAN;2015;MICROBUS;10;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
AUTECO BAJAJ;2009;MOTOCICLETA;17;09/2023;CON HERIDOS
HONDA;2008;MOTOCICLETA;18;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
CHEVROLET;2006;AUTOMOVIL;19;09/2023;CON HERIDOS
CHEVROLET;2011;BUS;15;09/2023;CON HERIDOS
NISSAN;2018;AUTOMOVIL;9;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;09/2023;CON HERIDOS
BAIC;2015;CAMIONETA;11;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;9;09/2023;CON HERIDOS
CHEVROLET;1983;CAMIONETA;43;09/2023;CON HERIDOS
CHEVROLET;1997;CAMIONETA;29;09/2023;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;15;09/2023;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;09/2023;CON HERIDOS
CHEVROLET;1998;CAMIONETA;27;09/2023;CON HERIDOS
CHEVROLET;2003;AUTOMOVIL;23;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;09/2023;CON HERIDOS
MERCEDES BENZ;2020;BUS;5;09/2023;CON HERIDOS
SCANIA;2020;BUS;6;09/2023;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
CHEVROLET;1995;MICROBUS;31;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
HONDA;2011;MOTOCICLETA;15;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
CHEVROLET;2012;CAMIONETA;14;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
CHEVROLET;2015;CAMIONETA;11;09/2023;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;09/2023;CON HERIDOS
HONDA;2011;MOTOCICLETA;15;09/2023;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;09/2023;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;09/2023;CON HERIDOS
SCANIA;2021;BUS;5;09/2023;CON HERIDOS
SCANIA;2020;BUS;6;09/2023;CON HERIDOS
MAZDA;1990;AUTOMOVIL;35;09/2023;CON HERIDOS
HONDA;2010;MOTOCICLETA;16;09/2023;CON HERIDOS
HONDA;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
CHEVROLET;1997;CAMPERO;29;09/2023;CON HERIDOS
MAZDA;1985;AUTOMOVIL;40;09/2023;CON HERIDOS
CHEVROLET;2010;BUSETA;16;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
HONDA;2022;MOTOCICLETA;5;09/2023;CON HERIDOS
HONDA;2018;MOTOCICLETA;7;09/2023;CON HERIDOS
CHEVROLET;2004;AUTOMOVIL;22;09/2023;CON HERIDOS
CHEVROLET;2018;CAMIONETA;8;09/2023;CON HERIDOS
SCANIA;2021;BUS;5;09/2023;CON HERIDOS
CHEVROLET;2015;BUS;12;09/2023;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;09/2023;CON HERIDOS
CHEVROLET;2010;BUSETA;17;09/2023;CON HERIDOS
CHEVROLET;2014;CAMION;13;09/2023;CON HERIDOS
SCANIA;2020;BUS;6;09/2023;CON HERIDOS
FUSO;2021;CAMION;5;09/2023;CON HERIDOS
SCANIA;2023;BUS;3;09/2023;CON HERIDOS
SCANIA;2020;BUS;6;09/2023;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;09/2023;CON HERIDOS
CHEVROLET;2004;AUTOMOVIL;22;09/2023;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;7;09/2023;CON HERIDOS
HONDA;2017;MOTOCICLETA;9;09/2023;CON HERIDOS
HONDA;2014;MOTOCICLETA;12;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
MACK;2022;CAMION;4;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2012;BUSETA;13;09/2023;CON HERIDOS
CHEVROLET;1987;AUTOMOVIL;39;09/2023;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;7;09/2023;CON HERIDOS
CHEVROLET;2001;AUTOMOVIL;25;09/2023;CON HERIDOS
CHEVROLET;2000;AUTOMOVIL;25;09/2023;CON HERIDOS
NISSAN;2013;AUTOMOVIL;13;09/2023;CON HERIDOS
NISSAN;2021;CAMIONETA;5;09/2023;CON HERIDOS
SCANIA;2022;TRACTOCAMION;4;09/2023;CON HERIDOS
MERCEDES BENZ;2002;BUSETA;24;09/2023;CON HERIDOS
CHEVROLET;2010;BUSETA;16;09/2023;CON HERIDOS
JEEP;2014;CAMPERO;12;09/2023;CON HERIDOS
CHEVROLET;2017;AUTOMOVIL;9;09/2023;CON HERIDOS
CHEVROLET;2009;CAMIONETA;17;09/2023;CON HERIDOS
CHEVROLET;2011;BUSETA;15;09/2023;CON HERIDOS
MERCEDES BENZ;2011;BUS;16;09/2023;CON HERIDOS
CHEVROLET;2017;AUTOMOVIL;10;09/2023;CON HERIDOS
CHEVROLET;2013;MICROBUS;13;09/2023;CON HERIDOS
AUTECO BAJAJ;2005;MOTOCICLETA;21;09/2023;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;19;09/2023;CON HERIDOS
CHEVROLET;2023;CAMIONETA;3;09/2023;CON HERIDOS
CHEVROLET;2015;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2015;CAMIONETA;11;09/2023;CON HERIDOS
HINO;2021;BUS;5;09/2023;CON HERIDOS
HONDA;2019;MOTOCICLETA;8;09/2023;CON HERIDOS
CHEVROLET;2016;CAMIONETA;11;09/2023;CON HERIDOS
CHEVROLET;1981;BUSETA;44;09/2023;CON HERIDOS
MAZDA;1984;CAMIONETA;41;09/2023;CON HERIDOS
HONDA;2021;MOTOCICLETA;6;09/2023;CON HERIDOS
HONDA;2021;MOTOCICLETA;5;09/2023;CON HERIDOS
CHEVROLET;2018;AUTOMOVIL;9;09/2023;CON HERIDOS
SCANIA;2021;BUS;4;09/2023;CON HERIDOS
HONDA;2024;MOTOCICLETA;3;09/2023;CON HERIDOS
HINO;2008;CAMION;18;09/2023;CON HERIDOS
JMC;2022;CAMIONETA;4;09/2023;CON HERIDOS
NISSAN;2015;AUTOMOVIL;11;09/2023;CON HERIDOS
CHEVROLET;2020;AUTOMOVIL;6;09/2023;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;09/2023;CON HERIDOS
FUSO;2022;CAMION;4;09/2023;CON HERIDOS
CHEVROLET;2005;AUTOMOVIL;21;09/2023;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;7;09/2023;CON HERIDOS
HINO;2019;BUSETA;7;09/2023;CON HERIDOS
MAZDA;1989;AUTOMOVIL;37;09/2023;CON HERIDOS
CHEVROLET;2007;BUSETA;19;09/2023;CON HERIDOS
CHEVROLET;2002;CAMION;24;09/2023;CON HERIDOS
CHEVROLET;2015;BUS;11;09/2023;CON HERIDOS
HONDA;2019;MOTOCICLETA;8;09/2023;CON HERIDOS
CHEVROLET;2015;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;09/2023;CON HERIDOS
CHEVROLET;2022;CAMIONETA;4;09/2023;CON HERIDOS
CHEVROLET;2015;BUS;12;09/2023;CON HERIDOS
HONDA;2009;MOTOCICLETA;17;09/2023;CON HERIDOS
UNITED MOTORS;2014;MOTOCICLETA;12;09/2023;CON HERIDOS
HONDA;2010;MOTOCICLETA;16;09/2023;CON HERIDOS
CHEVROLET;2009;CAMPERO;17;09/2023;CON HERIDOS
SCANIA;2020;BUS;6;09/2023;CON HERIDOS
CHEVROLET;1997;AUTOMOVIL;27;09/2023;CON HERIDOS
CHEVROLET;2012;MICROBUS;14;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;4;09/2023;CON HERIDOS
JMC;2009;CAMIONETA;17;09/2023;CON HERIDOS
HONDA;2010;MOTOCICLETA;16;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2019;CAMION;7;09/2023;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;19;09/2023;CON HERIDOS
CHEVROLET;1996;CAMIONETA;30;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2017;CAMIONETA;10;09/2023;CON HERIDOS
JMC;2023;CAMIONETA;3;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;13;09/2023;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;7;09/2023;CON HERIDOS
CHEVROLET;2014;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2010;AUTOMOVIL;16;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;19;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2015;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2010;BUS;16;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
CHEVROLET;2010;BUS;16;09/2023;CON HERIDOS
SCANIA;2020;BUS;7;09/2023;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;09/2023;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;09/2023;CON HERIDOS
CHEVROLET;1986;CAMION;40;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;13;09/2023;CON HERIDOS
HINO;2019;BUS;7;09/2023;CON HERIDOS
HONDA;2021;MOTOCICLETA;4;09/2023;CON HERIDOS
CHEVROLET;2016;CAMIONETA;10;09/2023;CON HERIDOS
AUTECO KYMCO;2007;MOTOCICLETA;19;09/2023;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;18;09/2023;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;09/2023;CON HERIDOS
WILLYS;1955;CAMIONETA;71;09/2023;CON MUERTOS
TVS;2022;MOTOCICLETA;5;09/2023;CON MUERTOS
VOLVO;2021;BUS;5;09/2023;CON MUERTOS
VOLVO;2014;BUS;12;09/2023;CON MUERTOS
TVS;2017;MOTOCICLETA;9;09/2023;CON MUERTOS
JAC;2014;BUS;9;09/2023;CON MUERTOS
TVS;2017;MOTOCICLETA;9;09/2023;CON MUERTOS
KENWORTH;2013;TRACTOCAMION;14;09/2023;CON MUERTOS
