MARCA_VEHICULO;MODELO_VEHICULO;TIPO_VEHICULO;EDAD_VEHICULO;FECHA_ACCIDENTE;GRAVEDAD_ACCIDENTE
SUZUKI;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
KENWORTH;2013;VOLQUETA;14;12/2024;CON HERIDOS
KYMCO;2021;MOTOCICLETA;6;12/2024;CON HERIDOS
TVS;2019;MOTOCICLETA;8;12/2024;CON HERIDOS
SUZUKI;2022;MOTOCICLETA;4;12/2024;CON HERIDOS
BYD;2022;BUS;4;12/2024;CON HERIDOS
TVS;2024;MOTOCICLETA;3;12/2024;CON HERIDOS
BYD;2022;BUS;4;12/2024;CON HERIDOS
SUZUKI;2020;MOTOCICLETA;6;12/2024;CON HERIDOS
TVS;2019;MOTOCICLETA;7;12/2024;CON HERIDOS
SUZUKI;2021;MOTOCICLETA;5;12/2024;CON HERIDOS
KENWORTH;2020;TRACTOCAMION;6;12/2024;CON HERIDOS
VOLKSWAGEN;1998;AUTOMOVIL;28;12/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
SUZUKI;2021;MOTOCICLETA;5;12/2024;CON HERIDOS
VOLVO;2015;BUS;10;12/2024;CON HERIDOS
SUZUKI;2014;MOTOCICLETA;12;12/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
HERO;2025;MOTOCICLETA;1;12/2024;CON HERIDOS
VOLVO;2020;BUS;5;12/2024;CON HERIDOS
SUZUKI;2018;MOTOCICLETA;7;12/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;1;12/2024;CON HERIDOS
KYMCO;2012;MOTOCICLETA;14;12/2024;CON HERIDOS
BYD;2021;BUS;5;12/2024;CON HERIDOS
DODGE;2018;CAMIONETA;8;12/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
KENWORTH;2012;TRACTOCAMION;14;12/2024;CON HERIDOS
VOLVO;2014;BUS;11;12/2024;CON HERIDOS
THOMAS BUILT BUSES;2014;BUS;12;12/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;4;12/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;3;12/2024;CON HERIDOS
TVS;2021;MOTOCICLETA;5;12/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;12/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;4;12/2024;CON HERIDOS
SUZUKI;2021;MOTOCICLETA;5;12/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
VOLVO;2013;BUS;13;12/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;5;12/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;4;12/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
VOLKSWAGEN;2017;AUTOMOVIL;9;12/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
VOLKSWAGEN;1999;AUTOMOVIL;26;12/2024;CON HERIDOS
JAC;2013;CAMIONETA;13;12/2024;CON HERIDOS
SUZUKI;2013;MOTOCICLETA;13;12/2024;CON HERIDOS
VOLKSWAGEN;2019;AUTOMOVIL;7;12/2024;CON HERIDOS
SUZUKI;2021;MOTOCICLETA;5;12/2024;CON HERIDOS
TVS;2017;MOTOCICLETA;9;12/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;4;12/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
MITSUBISHI;2020;CAMPERO;5;12/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;3;12/2024;CON HERIDOS
THOMAS BUILT BUSES;2015;BUS;12;12/2024;CON HERIDOS
KYMCO;2018;MOTOCICLETA;8;12/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;12/2024;CON HERIDOS
TVS;2015;MOTOCICLETA;10;12/2024;CON HERIDOS
SUZUKI;2022;MOTOCICLETA;4;12/2024;CON HERIDOS
TVS;2018;MOTOCICLETA;8;12/2024;CON HERIDOS
KAWASAKI;2016;MOTOCICLETA;10;12/2024;CON HERIDOS
SUZUKI;2021;MOTOCICLETA;6;12/2024;CON HERIDOS
HERO;2024;MOTOCICLETA;3;12/2024;CON HERIDOS
DAIHATSU;2008;CAMPERO;18;12/2024;CON HERIDOS
VOLVO;2013;BUS;12;12/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;3;12/2024;CON HERIDOS
HERO;2023;MOTOCICLETA;3;12/2024;CON HERIDOS
SUZUKI;2020;MOTOCICLETA;6;12/2024;CON HERIDOS
JAC;2023;CAMION;3;12/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;4;12/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;1;12/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;1;12/2024;CON HERIDOS
BYD;2022;BUS;4;12/2024;CON HERIDOS
VOLVO;2019;BUS;7;12/2024;CON HERIDOS
VOLVO;2016;BUS;9;12/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;4;12/2024;CON HERIDOS
JAC;2011;CAMION;15;12/2024;CON HERIDOS
NON PLUS ULTRA;2004;MICROBUS;21;12/2024;CON HERIDOS
TVS;2019;MOTOCICLETA;7;12/2024;CON HERIDOS
HERO;2022;MOTOCICLETA;5;12/2024;CON HERIDOS
VOLVO;2015;BUS;10;12/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;12/2024;CON HERIDOS
KENWORTH;2013;TRACTOCAMION;14;12/2024;CON HERIDOS
BYD;2014;AUTOMOVIL;12;12/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;4;12/2024;CON HERIDOS
AGRALE;2017;BUS;9;12/2024;CON HERIDOS
MITSUBISHI;2011;CAMPERO;15;12/2024;CON HERIDOS
VOLVO;2020;BUS;5;12/2024;CON HERIDOS
SUZUKI;2021;MOTOCICLETA;5;12/2024;CON HERIDOS
VOLVO;2020;BUS;7;12/2024;CON HERIDOS
VOLVO;2014;BUS;12;12/2024;CON HERIDOS
TVS;2021;MOTOCICLETA;5;12/2024;CON HERIDOS
HERO;2022;MOTOCICLETA;4;12/2024;CON HERIDOS
KYMCO;2019;MOTOCICLETA;8;12/2024;CON HERIDOS
VOLVO;2014;BUS;11;12/2024;CON HERIDOS
VOLVO;2014;BUS;12;12/2024;CON HERIDOS
VOLVO;2015;BUS;10;12/2024;CON HERIDOS
VOLVO;2015;BUS;10;12/2024;CON HERIDOS
DODGE;2010;CAMIONETA;15;12/2024;CON HERIDOS
TVS;2019;MOTOCICLETA;8;12/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;4;12/2024;CON HERIDOS
BYD;2022;BUS;4;12/2024;CON HERIDOS
BYD;2022;BUS;4;12/2024;CON HERIDOS
TVS;2013;MOTOCICLETA;13;12/2024;CON HERIDOS
VOLVO;2021;BUS;5;12/2024;CON HERIDOS
BYD;2022;BUS;4;12/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
HERO;2025;MOTOCICLETA;1;12/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;1;12/2024;CON HERIDOS
SUZUKI;2023;AUTOMOVIL;4;12/2024;CON HERIDOS
VOLVO;2013;BUS;12;12/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;12/2024;CON HERIDOS
SUZUKI;2018;MOTOCICLETA;8;12/2024;CON HERIDOS
VOLVO;2015;BUS;10;12/2024;CON HERIDOS
KYMCO;2013;MOTOCICLETA;14;12/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
HERO;2022;MOTOCICLETA;5;12/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;12/2024;CON HERIDOS
SUZUKI;2020;CAMIONETA;6;12/2024;CON HERIDOS
DODGE;2010;CAMIONETA;15;12/2024;CON HERIDOS
BYD;2022;BUS;4;12/2024;CON HERIDOS
BYD;2022;BUS;4;12/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;3;12/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;4;12/2024;CON HERIDOS
MITSUBISHI;2014;CAMIONETA;12;12/2024;CON HERIDOS
VOLVO;2021;BUS;5;12/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;12/2024;CON HERIDOS
VOLVO;2021;BUS;5;12/2024;CON HERIDOS
VOLVO;2015;BUS;10;12/2024;CON HERIDOS
HERO;2023;MOTOCICLETA;3;12/2024;CON HERIDOS
KYMCO;2014;MOTOCICLETA;12;12/2024;CON HERIDOS
SUZUKI;2024;CAMIONETA;3;12/2024;CON HERIDOS
KAWASAKI;2016;MOTOCICLETA;10;12/2024;CON HERIDOS
SUZUKI;2023;AUTOMOVIL;3;12/2024;CON HERIDOS
SUZUKI;2008;MOTOCICLETA;18;12/2024;CON HERIDOS
THOMAS BUILT BUSES;2014;BUS;12;12/2024;CON HERIDOS
KAWASAKI;2017;MOTOCICLETA;8;12/2024;CON HERIDOS
KYMCO;2019;MOTOCICLETA;7;12/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;12/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;3;12/2024;CON HERIDOS
VOLVO;2021;BUS;5;12/2024;CON HERIDOS
HERO;2017;MOTOCICLETA;9;12/2024;CON HERIDOS
VOLVO;2016;BUS;10;12/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
VOLVO;2020;BUS;6;12/2024;CON HERIDOS
HERO;2022;MOTOCICLETA;4;12/2024;CON HERIDOS
TVS;2017;MOTOCICLETA;9;12/2024;CON HERIDOS
TVS;2019;MOTOCICLETA;7;12/2024;CON HERIDOS
VOLVO;2014;BUS;11;12/2024;CON HERIDOS
VOLVO;2014;BUS;12;12/2024;CON HERIDOS
VOLVO;2014;BUS;11;12/2024;CON HERIDOS
BYD;2022;BUS;4;12/2024;CON HERIDOS
KAWASAKI;2017;MOTOCICLETA;8;12/2024;CON HERIDOS
DODGE;2014;CAMIONETA;12;12/2024;CON HERIDOS
TVS;2021;MOTOCICLETA;5;12/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
BYD;2022;CAMIONETA;4;12/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;5;12/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
TVS;2013;MOTOCICLETA;13;12/2024;CON HERIDOS
SUZUKI;2013;MOTOCICLETA;11;12/2024;CON HERIDOS
SUZUKI;2022;MOTOCICLETA;4;12/2024;CON HERIDOS
KAWASAKI;2017;MOTOCICLETA;7;12/2024;CON HERIDOS
MITSUBISHI;1997;MICROBUS;28;12/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;18;12/2024;CON HERIDOS
MAZDA;2024;CAMIONETA;2;12/2024;CON HERIDOS
MERCEDES BENZ;2009;CAMIONETA;15;12/2024;CON HERIDOS
CHEVROLET;2021;CAMIONETA;5;12/2024;CON HERIDOS
HONDA;1994;AUTOMOVIL;31;12/2024;CON HERIDOS
CHEVROLET;2005;AUTOMOVIL;21;12/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;12/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;2;12/2024;CON HERIDOS
SCANIA;2021;BUS;5;12/2024;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;12/2024;CON HERIDOS
HONDA;2021;MOTOCICLETA;6;12/2024;CON HERIDOS
CHEVROLET;2010;AUTOMOVIL;16;12/2024;CON HERIDOS
MERCEDES BENZ;2019;CAMIONETA;7;12/2024;CON HERIDOS
CHEVROLET;1984;CAMION;41;12/2024;CON HERIDOS
CHEVROLET;2017;CAMIONETA;9;12/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;12/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;12/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;12/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;12/2024;CON HERIDOS
MAZDA;1993;AUTOMOVIL;32;12/2024;CON HERIDOS
HONDA;2013;MOTOCICLETA;13;12/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;14;12/2024;CON HERIDOS
CHEVROLET;2008;CAMIONETA;18;12/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;12/2024;CON HERIDOS
SCANIA;2020;BUS;6;12/2024;CON HERIDOS
CHEVROLET;2021;CAMION;6;12/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;9;12/2024;CON HERIDOS
CHEVROLET;2003;AUTOMOVIL;23;12/2024;CON HERIDOS
CHEVROLET;2015;CAMIONETA;12;12/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;12/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;12/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;12/2024;CON HERIDOS
SCANIA;2023;BUS;3;12/2024;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;11;12/2024;CON HERIDOS
AUTECO BAJAJ;2009;MOTOCICLETA;17;12/2024;CON HERIDOS
MERCEDES BENZ;2013;BUS;13;12/2024;CON HERIDOS
HONDA;2016;MOTOCICLETA;10;12/2024;CON HERIDOS
CHEVROLET;2003;AUTOMOVIL;24;12/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;12/2024;CON HERIDOS
HONDA;2012;MOTOCICLETA;14;12/2024;CON HERIDOS
NISSAN;2018;CAMIONETA;8;12/2024;CON HERIDOS
GMC;1989;CAMION;37;12/2024;CON HERIDOS
CHEVROLET;2021;AUTOMOVIL;5;12/2024;CON HERIDOS
RAM;2022;CAMIONETA;5;12/2024;CON HERIDOS
CHEVROLET;1979;CAMIONETA;46;12/2024;CON HERIDOS
HONDA;1997;MOTOCICLETA;28;12/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;12/2024;CON HERIDOS
SCANIA;2020;BUS;6;12/2024;CON HERIDOS
HINO;2019;CAMIONETA;7;12/2024;CON HERIDOS
CHEVROLET;2017;CAMION;9;12/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;18;12/2024;CON HERIDOS
MAZDA;2024;CAMIONETA;2;12/2024;CON HERIDOS
HONDA;2021;MOTOCICLETA;6;12/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;18;12/2024;CON HERIDOS
CHEVROLET;2000;AUTOMOVIL;26;12/2024;CON HERIDOS
MERCEDES BENZ;2014;MICROBUS;6;12/2024;CON HERIDOS
CHEVROLET;2019;BUS;7;12/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;7;12/2024;CON HERIDOS
NISSAN;2022;AUTOMOVIL;5;12/2024;CON HERIDOS
SCANIA;2021;BUS;5;12/2024;CON HERIDOS
CHEVROLET;2018;AUTOMOVIL;9;12/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;12/2024;CON HERIDOS
NISSAN;2003;AUTOMOVIL;22;12/2024;CON HERIDOS
CHEVROLET;2008;CAMION;18;12/2024;CON HERIDOS
NISSAN;2024;CAMIONETA;2;12/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;12/2024;CON HERIDOS
HINO;2013;CAMION;13;12/2024;CON HERIDOS
SCANIA;2021;BUS;5;12/2024;CON HERIDOS
CHEVROLET;2013;CAMIONETA;13;12/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
HONDA;2019;MOTOCICLETA;7;12/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;2;12/2024;CON HERIDOS
CHEVROLET;2006;AUTOMOVIL;20;12/2024;CON HERIDOS
NISSAN;2014;CAMIONETA;12;12/2024;CON HERIDOS
JMC;2021;CAMIONETA;5;12/2024;CON HERIDOS
CHEVROLET;2016;CAMION;10;12/2024;CON HERIDOS
JMC;2025;CAMIONETA;2;12/2024;CON HERIDOS
CHEVROLET;1981;CAMION;44;12/2024;CON HERIDOS
CHEVROLET;1995;CAMIONETA;30;12/2024;CON HERIDOS
NISSAN;2019;CAMIONETA;7;12/2024;CON HERIDOS
MAZDA;2024;AUTOMOVIL;2;12/2024;CON HERIDOS
HYUNDAI;2018;AUTOMOVIL;8;12/2024;CON MUERTOS
HONDA;2013;MOTOCICLETA;13;12/2024;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;12/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;12/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;8;12/2024;CON HERIDOS
SCANIA;2021;BUS;4;12/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;12/2024;CON HERIDOS
SCANIA;2023;BUS;4;12/2024;CON HERIDOS
CHEVROLET;2014;CAMIONETA;12;12/2024;CON HERIDOS
SCANIA;2023;BUS;3;12/2024;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;20;12/2024;CON HERIDOS
CHEVROLET;2010;BUS;16;12/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;12/2024;CON HERIDOS
CHEVROLET;2011;BUS;16;12/2024;CON HERIDOS
CHEVROLET;2021;CAMIONETA;5;12/2024;CON HERIDOS
MAZDA;2016;AUTOMOVIL;10;12/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;12/2024;CON HERIDOS
HONDA;1999;AUTOMOVIL;27;12/2024;CON HERIDOS
CHEVROLET;2010;BUS;16;12/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;14;12/2024;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;7;12/2024;CON HERIDOS
HONDA;1995;AUTOMOVIL;30;12/2024;CON HERIDOS
CHEVROLET;1952;CAMIONETA;71;12/2024;CON HERIDOS
SCANIA;2020;BUS;6;12/2024;CON HERIDOS
NISSAN;2019;CAMIONETA;7;12/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;12/2024;CON HERIDOS
HINO;2021;CAMIONETA;5;12/2024;CON HERIDOS
SCANIA;2020;BUS;6;12/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;12/2024;CON HERIDOS
CHEVROLET;2020;CAMION;6;12/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;2;12/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;12/2024;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;11;12/2024;CON HERIDOS
HONDA;2015;MOTOCICLETA;11;12/2024;CON HERIDOS
AUTECO BAJAJ;2007;MOTOCICLETA;20;12/2024;CON HERIDOS
CHEVROLET;1992;CAMION;34;12/2024;CON HERIDOS
CHEVROLET;1999;AUTOMOVIL;27;12/2024;CON HERIDOS
HINO;2008;CAMION;18;12/2024;CON HERIDOS
CHEVROLET;2013;CAMIONETA;13;12/2024;CON HERIDOS
CHEVROLET;1994;AUTOMOVIL;32;12/2024;CON HERIDOS
CHEVROLET;1997;AUTOMOVIL;28;12/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;8;12/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;3;12/2024;CON HERIDOS
MAZDA;2015;CAMIONETA;12;12/2024;CON HERIDOS
CHEVROLET;1993;CAMIONETA;33;12/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;4;12/2024;CON HERIDOS
JOYLONG;2015;MICROBUS;11;12/2024;CON HERIDOS
SCANIA;2023;BUS;3;12/2024;CON HERIDOS
CHEVROLET;2003;AUTOMOVIL;23;12/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;12/2024;CON HERIDOS
MERCEDES BENZ;2013;BUS;13;12/2024;CON HERIDOS
CHEVROLET;2002;AUTOMOVIL;24;12/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;12/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;12/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;12/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;7;12/2024;CON HERIDOS
MAZDA;1988;AUTOMOVIL;38;12/2024;CON HERIDOS
NISSAN;2000;CAMIONETA;26;12/2024;CON HERIDOS
SCANIA;2016;BUS;10;12/2024;CON HERIDOS
SCANIA;2023;BUS;3;12/2024;CON HERIDOS
UNITED MOTORS;2007;MOTOCICLETA;19;12/2024;CON HERIDOS
MERCEDES BENZ;2013;BUS;13;12/2024;CON HERIDOS
AUTECO BAJAJ;2007;MOTOCICLETA;19;12/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;12/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;18;12/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;12/2024;CON HERIDOS
MAZDA;2009;AUTOMOVIL;17;12/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;12/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;12/2024;CON HERIDOS
CHEVROLET;2015;MICROBUS;11;12/2024;CON HERIDOS
SCANIA;2020;BUS;6;12/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;2;12/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;12/2024;CON HERIDOS
CHEVROLET;2006;AUTOMOVIL;20;12/2024;CON HERIDOS
HONDA;1993;AUTOMOVIL;32;12/2024;CON HERIDOS
MAZDA;2015;AUTOMOVIL;11;12/2024;CON HERIDOS
MAZDA;2022;CAMIONETA;4;12/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;12/2024;CON HERIDOS
CHEVROLET;2021;AUTOMOVIL;5;12/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;12/2024;CON HERIDOS
CHEVROLET;2013;CAMION;13;12/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;18;12/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;12/2024;CON HERIDOS
CHEVROLET;2014;BUS;13;12/2024;CON HERIDOS
HINO;2017;CAMION;9;12/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;12/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;8;12/2024;CON HERIDOS
NISSAN;2005;CAMIONETA;21;12/2024;CON HERIDOS
AUTECO BAJAJ;2005;MOTOCICLETA;21;12/2024;CON HERIDOS
IVECO;2008;MICROBUS;18;12/2024;CON HERIDOS
CHEVROLET;2021;CAMIONETA;5;12/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;12/2024;CON HERIDOS
CHEVROLET;2014;CAMIONETA;12;12/2024;CON HERIDOS
SCANIA;2020;BUS;6;12/2024;CON HERIDOS
CHERY;2017;CAMIONETA;9;12/2024;CON HERIDOS
CHEVROLET;1995;CAMIONETA;30;12/2024;CON HERIDOS
CHEVROLET;2018;AUTOMOVIL;8;12/2024;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;6;12/2024;CON HERIDOS
HONDA;2020;MOTOCICLETA;6;12/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;12/2024;CON HERIDOS
MAZDA;2018;AUTOMOVIL;8;12/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;12/2024;CON HERIDOS
CHERY;2015;CAMIONETA;11;12/2024;CON HERIDOS
SCANIA;2021;BUS;5;12/2024;CON HERIDOS
HONDA;2012;MOTOCICLETA;14;12/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;12/2024;CON HERIDOS
HINO;2019;CAMION;8;12/2024;CON HERIDOS
HONDA;2009;MOTOCICLETA;16;12/2024;CON HERIDOS
SCANIA;2020;BUS;6;12/2024;CON HERIDOS
CHEVROLET;2000;AUTOMOVIL;26;12/2024;CON HERIDOS
NISSAN;2005;AUTOMOVIL;21;12/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;12/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;13;12/2024;CON HERIDOS
NISSAN;2019;AUTOMOVIL;7;12/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;1;12/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;18;12/2024;CON HERIDOS
MERCEDES BENZ;2011;MICROBUS;15;12/2024;CON HERIDOS
HINO;2023;CAMION;3;12/2024;CON HERIDOS
CHEVROLET;2019;CAMPERO;7;12/2024;CON HERIDOS
CHEVROLET;2004;AUTOMOVIL;22;12/2024;CON HERIDOS
CHEVROLET;2024;CAMION;2;12/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;13;12/2024;CON HERIDOS
CHEVROLET;2013;CAMIONETA;13;12/2024;CON HERIDOS
MAZDA;2004;AUTOMOVIL;22;12/2024;CON HERIDOS
NISSAN;2012;AUTOMOVIL;14;12/2024;CON HERIDOS
HINO;2021;BUS;4;12/2024;CON HERIDOS
CHEVROLET;1986;AUTOMOVIL;39;12/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;12/2024;CON HERIDOS
CHEVROLET;2010;CAMIONETA;17;12/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;12/2024;CON HERIDOS
CHEVROLET;2014;CAMIONETA;13;12/2024;CON HERIDOS
CHERY;2012;CAMIONETA;14;12/2024;CON HERIDOS
CHEVROLET;2010;AUTOMOVIL;16;12/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;12/2024;CON HERIDOS
NISSAN;2019;AUTOMOVIL;7;12/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;12/2024;CON HERIDOS
NISSAN;2019;CAMIONETA;6;12/2024;CON HERIDOS
CHEVROLET;2021;AUTOMOVIL;5;12/2024;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;8;12/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;12/2024;CON HERIDOS
CHEVROLET;2019;CAMIONETA;7;12/2024;CON HERIDOS
SCANIA;2021;BUS;5;12/2024;CON HERIDOS
AUTECO BAJAJ;2009;MOTOCICLETA;17;12/2024;CON HERIDOS
CHEVROLET;2022;AUTOMOVIL;4;12/2024;CON HERIDOS
CHEVROLET;2014;BUS;12;12/2024;CON HERIDOS
HONDA;2016;MOTOCICLETA;11;12/2024;CON HERIDOS
CHEVROLET;2002;CAMIONETA;24;12/2024;CON HERIDOS
UNITED MOTORS;2014;MOTOCICLETA;11;12/2024;CON HERIDOS
HONDA;1994;MOTOCICLETA;32;12/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;12/2024;CON HERIDOS
HINO;2018;CAMIONETA;9;12/2024;CON HERIDOS
SCANIA;2020;BUS;6;12/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;12/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;12/2024;CON HERIDOS
CHEVROLET;2002;CAMIONETA;24;12/2024;CON HERIDOS
HONDA;2012;MOTOCICLETA;14;12/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;14;12/2024;CON HERIDOS
CHEVROLET;2018;AUTOMOVIL;9;12/2024;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;19;12/2024;CON HERIDOS
MAZDA;2011;AUTOMOVIL;15;12/2024;CON HERIDOS
CHEVROLET;2019;CAMIONETA;7;12/2024;CON HERIDOS
CHEVROLET;2022;CAMION;4;12/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;12/2024;CON HERIDOS
CHEVROLET;2012;CAMIONETA;13;12/2024;CON HERIDOS
NISSAN;2016;AUTOMOVIL;10;12/2024;CON HERIDOS
NISSAN;2007;CAMPERO;18;12/2024;CON HERIDOS
